Region,Year,Birds,Fungi,Plants,Reptiles
128011602,2014,0.7927,0.8322,0.7913,0.8189
128011603,2014,0.7958,0.8329,0.8119,0.8189
125021711,2014,0.7928,0.8377,0.8027,0.779
125021712,2014,0.7928,0.8401,0.8034,0.779
206041117,2014,0.7627,0.808,0.6946,0.68
206071140,2014,0.764,0.8127,0.6604,0.6799
511021276,2014,0.8866,0.8852,0.8684,0.8809
208021176,2014,0.7792,0.8023,0.6914,0.7014
310041298,2014,0.8019,0.8233,0.7953,0.7557
213041463,2014,0.7588,0.8072,0.6708,0.673
315021404,2014,0.8751,0.8857,0.8684,0.8669
505031100,2014,0.7977,0.8255,0.7674,0.7648
309061246,2014,0.798,0.8269,0.7562,0.7751
208031185,2014,0.7609,0.8001,0.6712,0.6961
214011370,2014,0.7714,0.8089,0.7012,0.6984
302011024,2014,0.8013,0.8217,0.7587,0.7709
801041036,2014,0.7817,0.8214,0.7431,0.7198
314011383,2014,0.8051,0.8266,0.7399,0.8025
112021244,2014,0.7856,0.8244,0.743,0.7744
112021245,2014,0.8057,0.8277,0.7611,0.7975
121011683,2014,0.8021,0.8376,0.8187,0.8209
115011553,2014,0.7928,0.8382,0.7948,0.779
115011554,2014,0.7928,0.8376,0.8126,0.779
115011555,2014,0.7934,0.8399,0.7968,0.779
115011556,2014,0.7928,0.8412,0.8129,0.779
115011557,2014,0.7934,0.832,0.7787,0.779
202021027,2014,0.7745,0.8213,0.7158,0.7056
202021028,2014,0.7743,0.8178,0.6697,0.7015
507031261,2014,0.7918,0.8188,0.7306,0.7477
127031522,2014,0.7857,0.817,0.7698,0.779
208021177,2014,0.7765,0.8065,0.6967,0.6957
208021178,2014,0.7842,0.8075,0.7253,0.6942
127011593,2014,0.7898,0.8227,0.7485,0.7729
406011129,2014,0.8289,0.8395,0.8794,0.84
118011342,2014,0.7895,0.8361,0.8052,0.8201
603011065,2014,0.8001,0.8226,0.7328,0.7716
308011190,2014,0.8256,0.8449,0.7974,0.7903
308011191,2014,0.8351,0.85,0.784,0.8032
106011108,2014,0.7879,0.8202,0.7066,0.7495
106011109,2014,0.8081,0.8333,0.765,0.8213
311031313,2014,0.796,0.8245,0.7723,0.7719
304021088,2014,0.8049,0.8291,0.7816,0.7911
801081091,2014,0.7786,0.8202,0.7667,0.7206
203021485,2014,0.7635,0.8064,0.6481,0.6709
702011045,2014,0.9324,0.9177,0.9455,0.9424
701021015,2014,0.8634,0.8666,0.8373,0.8456
111011208,2014,0.799,0.8348,0.81,0.8158
315031409,2014,0.8516,0.8712,0.8072,0.8416
801011004,2014,0.782,0.818,0.7365,0.7115
318011462,2014,0.8552,0.865,0.8488,0.8512
121011684,2014,0.794,0.8388,0.8212,0.8256
304031092,2014,0.7947,0.818,0.7377,0.773
208031186,2014,0.7643,0.8003,0.679,0.6961
208031187,2014,0.7588,0.801,0.6534,0.696
302021028,2014,0.8013,0.8167,0.7633,0.7709
302021029,2014,0.8013,0.8253,0.7847,0.7709
115011558,2014,0.7928,0.8377,0.8175,0.8119
125031479,2014,0.7898,0.8213,0.7592,0.779
504021049,2014,0.7967,0.8385,0.786,0.7945
801091099,2014,0.7794,0.8189,0.7453,0.717
204031070,2014,0.7803,0.8207,0.6903,0.6649
307011172,2014,0.801,0.834,0.7399,0.7514
117031639,2014,0.7955,0.8239,0.8007,0.8256
127031523,2014,0.7784,0.8085,0.7539,0.7743
211051275,2014,0.7797,0.8245,0.7374,0.7135
801071074,2014,0.781,0.8159,0.7255,0.7237
102021047,2014,0.7898,0.832,0.7789,0.8059
509021236,2014,0.7945,0.8394,0.7288,0.76
403041073,2014,0.7478,0.8132,0.6948,0.6444
403041074,2014,0.7548,0.8141,0.7061,0.6503
119011355,2014,0.7943,0.8237,0.7584,0.779
205041094,2014,0.7971,0.8245,0.7192,0.7564
310031285,2014,0.789,0.8236,0.7537,0.7386
503011030,2014,0.8,0.8236,0.7741,0.7643
801051053,2014,0.7711,0.8078,0.7077,0.7137
405021116,2014,0.7666,0.8159,0.7015,0.6656
403041075,2014,0.7742,0.8174,0.7391,0.6733
212041309,2014,0.7845,0.8085,0.7023,0.7038
505031101,2014,0.8,0.8227,0.7741,0.7741
305031122,2014,0.798,0.8295,0.763,0.7709
123021438,2014,0.79,0.819,0.7382,0.779
212051568,2014,0.7841,0.81,0.7055,0.7038
212041310,2014,0.7841,0.8056,0.6985,0.7038
309081259,2014,0.7915,0.8222,0.6797,0.7646
312011339,2014,0.8559,0.8584,0.8235,0.8241
301021007,2014,0.8011,0.8226,0.7765,0.7689
307031184,2014,0.7853,0.8185,0.7029,0.7437
306011139,2014,0.8607,0.8499,0.8539,0.8535
206071145,2014,0.7661,0.8136,0.6959,0.685
203031048,2014,0.7729,0.8106,0.7075,0.6785
308051533,2014,0.8177,0.8357,0.8139,0.7874
313051377,2014,0.806,0.8165,0.7863,0.7712
506021309,2014,0.7901,0.8361,0.7436,0.7594
212031555,2014,0.7708,0.8048,0.6939,0.7067
212031556,2014,0.7721,0.805,0.6927,0.7013
105011093,2014,0.8364,0.8755,0.8401,0.8356
127011726,2014,0.7887,0.8213,0.712,0.7848
213041572,2014,0.7624,0.8089,0.6823,0.6807
216021411,2014,0.7619,0.8314,0.6461,0.6651
206011497,2014,0.7679,0.8106,0.6671,0.6798
206011498,2014,0.7666,0.8097,0.6597,0.6799
210031236,2014,0.7676,0.811,0.6605,0.6798
701021016,2014,0.868,0.8654,0.8583,0.843
104021084,2014,0.807,0.8257,0.7923,0.8256
104021085,2014,0.8032,0.8247,0.7938,0.8209
217031472,2014,0.7736,0.8123,0.6959,0.6898
217031473,2014,0.7781,0.8156,0.6688,0.6828
122031693,2014,0.7953,0.8346,0.8158,0.8205
501021008,2014,0.7952,0.8138,0.7665,0.7388
501021009,2014,0.7959,0.8287,0.7135,0.7854
206071141,2014,0.7656,0.809,0.6882,0.6799
310041299,2014,0.7928,0.8261,0.7529,0.7464
312011340,2014,0.8507,0.8504,0.8257,0.8245
403031068,2014,0.7612,0.8151,0.6905,0.6502
124051580,2014,0.7845,0.8138,0.7295,0.7672
506071145,2014,0.7957,0.8219,0.755,0.7744
120011383,2014,0.7941,0.8197,0.7793,0.779
120011672,2014,0.7941,0.8248,0.772,0.779
119011356,2014,0.7836,0.8187,0.7733,0.779
801071075,2014,0.7914,0.8205,0.754,0.7501
103021062,2014,0.7849,0.8451,0.7136,0.726
318021471,2014,0.8217,0.8432,0.7903,0.7956
406021139,2014,0.9121,0.9046,0.9196,0.9365
507011152,2014,0.7883,0.8146,0.7259,0.7572
118021651,2014,0.7936,0.837,0.8061,0.8201
801011005,2014,0.7785,0.8191,0.7647,0.7196
309021230,2014,0.8,0.8379,0.7944,0.7823
507011153,2014,0.796,0.8209,0.7673,0.7463
319031511,2014,0.8124,0.8293,0.7966,0.7913
507051186,2014,0.7891,0.8082,0.7098,0.7302
316031425,2014,0.801,0.8294,0.7932,0.8074
101031014,2014,0.7787,0.8181,0.7443,0.7681
101031015,2014,0.8075,0.8269,0.7719,0.8123
309031237,2014,0.8017,0.8204,0.7558,0.7693
801101135,2014,0.7765,0.8219,0.7446,0.7192
309071251,2014,0.7961,0.8249,0.7831,0.7669
105031099,2014,0.7913,0.8265,0.7211,0.7287
105011094,2014,0.791,0.8383,0.7329,0.7408
303041067,2014,0.8085,0.8292,0.7729,0.7648
303021053,2014,0.7981,0.8239,0.7631,0.7767
113031263,2014,0.7724,0.8217,0.675,0.6618
104021086,2014,0.8159,0.8366,0.82,0.8379
217031474,2014,0.7639,0.8129,0.6583,0.6692
217031475,2014,0.7748,0.8146,0.6943,0.6894
304031093,2014,0.7947,0.8252,0.7634,0.773
203021486,2014,0.7644,0.8097,0.6738,0.6668
311051324,2014,0.7945,0.8259,0.7575,0.7675
403041076,2014,0.7795,0.8157,0.7513,0.6803
109031180,2014,0.7599,0.8237,0.6269,0.6411
109031181,2014,0.7707,0.834,0.6623,0.664
107041145,2014,0.8162,0.8261,0.7887,0.8217
503011032,2014,0.801,0.8209,0.7864,0.7481
103021063,2014,0.7716,0.8276,0.6649,0.6466
103021064,2014,0.7855,0.8252,0.6993,0.683
801041037,2014,0.782,0.8169,0.7326,0.7179
505011070,2014,0.7977,0.8247,0.7739,0.7743
210051441,2014,0.7677,0.8107,0.6437,0.6751
210051442,2014,0.7696,0.812,0.651,0.6875
210051542,2014,0.7665,0.8081,0.6413,0.6751
210051443,2014,0.7695,0.8129,0.6571,0.6876
210051543,2014,0.7677,0.81,0.6389,0.6751
402021028,2014,0.7617,0.8193,0.6793,0.6369
319041517,2014,0.8097,0.8238,0.8012,0.7833
212031300,2014,0.7771,0.8091,0.7184,0.7013
212031557,2014,0.7772,0.8074,0.7164,0.7014
212031558,2014,0.7773,0.8028,0.7184,0.7014
212031559,2014,0.7765,0.8068,0.7272,0.7065
212031560,2014,0.7841,0.8078,0.7055,0.7038
212031303,2014,0.7781,0.8097,0.7097,0.7045
212031304,2014,0.7739,0.8111,0.7042,0.7014
318021472,2014,0.8249,0.8331,0.776,0.8143
124031707,2014,0.7901,0.8228,0.7056,0.7939
121041413,2014,0.7966,0.835,0.8187,0.8224
311031314,2014,0.8036,0.8248,0.7903,0.773
201021010,2014,0.7772,0.8162,0.6749,0.6931
122031425,2014,0.7976,0.8381,0.8153,0.8207
128011604,2014,0.7916,0.8181,0.7671,0.8099
307021179,2014,0.7935,0.8213,0.728,0.7534
121041414,2014,0.8024,0.8384,0.8108,0.8256
120031679,2014,0.794,0.8257,0.799,0.8022
211031450,2014,0.7809,0.8246,0.7216,0.7111
315011397,2014,0.8757,0.8742,0.8648,0.8762
211031451,2014,0.7801,0.8274,0.7441,0.7077
211031265,2014,0.7812,0.8274,0.7515,0.708
120031393,2014,0.794,0.8321,0.7964,0.8016
211031452,2014,0.783,0.8201,0.7218,0.7106
114011274,2014,0.7865,0.8224,0.7845,0.8125
509021237,2014,0.8131,0.8713,0.7835,0.753
505011071,2014,0.802,0.8255,0.7751,0.7557
123011698,2014,0.7895,0.819,0.7419,0.7728
309021231,2014,0.7999,0.8302,0.7822,0.775
309051243,2014,0.8164,0.8343,0.8003,0.8223
309021232,2014,0.8,0.8289,0.7689,0.7835
801091100,2014,0.7769,0.816,0.7346,0.717
603021070,2014,0.8026,0.8229,0.7926,0.7949
306041164,2014,0.8558,0.8526,0.8541,0.868
311061329,2014,0.804,0.8321,0.7663,0.7755
314021576,2014,0.8025,0.8209,0.7924,0.7709
318011463,2014,0.8577,0.8549,0.8242,0.8483
702031058,2014,0.8758,0.8839,0.8581,0.8669
501021251,2014,0.7951,0.8154,0.7706,0.7816
212041563,2014,0.7741,0.8082,0.7137,0.7106
212041564,2014,0.7652,0.8043,0.6523,0.7035
212041312,2014,0.778,0.8138,0.7171,0.7106
107011131,2014,0.813,0.8297,0.79,0.8209
501021010,2014,0.794,0.8231,0.7532,0.7598
317011446,2014,0.7938,0.8225,0.7234,0.7779
117031329,2014,0.7944,0.8342,0.8286,0.8182
310011271,2014,0.7989,0.8229,0.7835,0.773
701011001,2014,0.8711,0.8682,0.8604,0.8487
701011002,2014,0.8646,0.8683,0.8552,0.8428
501021011,2014,0.792,0.8099,0.7214,0.7392
402021029,2014,0.7616,0.8385,0.7227,0.6579
502011021,2014,0.7976,0.8125,0.7219,0.7575
314011384,2014,0.8098,0.8295,0.7623,0.806
201021011,2014,0.7832,0.8205,0.6978,0.7122
302041043,2014,0.7965,0.8145,0.751,0.7641
801061062,2014,0.7782,0.8192,0.7401,0.7184
313041373,2014,0.803,0.8159,0.7615,0.7627
122031695,2014,0.7895,0.8383,0.7956,0.8226
213011569,2014,0.7601,0.8118,0.6712,0.6718
318021583,2014,0.8301,0.8339,0.8151,0.8201
201011006,2014,0.7699,0.8104,0.6796,0.6939
213011331,2014,0.7652,0.8105,0.6455,0.6732
602021054,2014,0.8008,0.8233,0.7724,0.7888
123021703,2014,0.7915,0.8194,0.7437,0.779
109031182,2014,0.7793,0.8471,0.7174,0.7398
109031183,2014,0.7873,0.8534,0.7438,0.7429
126021722,2014,0.7928,0.8428,0.809,0.779
801101136,2014,0.778,0.8235,0.7613,0.7119
509011228,2014,0.7989,0.826,0.7688,0.7949
510011263,2014,0.898,0.8943,0.882,0.8951
213011570,2014,0.7604,0.8079,0.6549,0.6769
601031016,2014,0.7795,0.8118,0.7254,0.729
603011066,2014,0.8012,0.8256,0.7734,0.7859
101041022,2014,0.8141,0.8349,0.8178,0.8357
604021085,2014,0.7772,0.8116,0.771,0.7781
505021301,2014,0.7892,0.8247,0.7542,0.7662
505021302,2014,0.7946,0.8251,0.7478,0.7594
801051054,2014,0.7787,0.8112,0.6959,0.7172
316071546,2014,0.7926,0.8278,0.7761,0.78
210041539,2014,0.7714,0.8124,0.6617,0.6945
602031058,2014,0.801,0.8212,0.7655,0.7878
212041313,2014,0.7742,0.8061,0.7129,0.7038
206041118,2014,0.7702,0.8104,0.6809,0.6751
601061034,2014,0.7958,0.8177,0.7635,0.772
207021157,2014,0.7742,0.8212,0.7322,0.7005
207021424,2014,0.7765,0.8227,0.743,0.7082
207021425,2014,0.7739,0.825,0.7331,0.7079
501031018,2014,0.7975,0.8317,0.7538,0.7901
211021261,2014,0.7754,0.8244,0.7481,0.7081
310011563,2014,0.8064,0.8267,0.7643,0.773
116011306,2014,0.794,0.8142,0.7541,0.7672
209041527,2014,0.7748,0.8112,0.6672,0.6914
209041528,2014,0.7748,0.8141,0.6678,0.6998
104021087,2014,0.815,0.8348,0.8327,0.8336
118011650,2014,0.7944,0.8287,0.8184,0.8207
318021474,2014,0.8464,0.841,0.8103,0.8373
123031446,2014,0.7945,0.8314,0.7539,0.8073
118011344,2014,0.8004,0.837,0.8051,0.8201
212021295,2014,0.7788,0.8137,0.7177,0.7107
509021238,2014,0.8153,0.8759,0.7832,0.7662
801051055,2014,0.7808,0.8078,0.696,0.715
317011447,2014,0.7885,0.8193,0.7376,0.7576
701041037,2014,0.8719,0.871,0.8678,0.8476
214021377,2014,0.7876,0.8211,0.7421,0.7273
205011076,2014,0.7835,0.8236,0.7127,0.7311
120011385,2014,0.7948,0.8278,0.8007,0.7965
402041039,2014,0.7544,0.842,0.7097,0.6608
404021098,2014,0.7548,0.8501,0.7081,0.659
105031100,2014,0.7815,0.8309,0.6953,0.7038
105031101,2014,0.772,0.8306,0.6671,0.7026
105031102,2014,0.7701,0.8308,0.6913,0.6984
105031103,2014,0.7804,0.8292,0.6934,0.7042
801081092,2014,0.7765,0.8222,0.7563,0.7192
120031394,2014,0.794,0.8245,0.8113,0.8214
505011072,2014,0.8001,0.8247,0.7741,0.7798
106011110,2014,0.8144,0.8333,0.795,0.8099
801011006,2014,0.7809,0.8136,0.7138,0.708
801051125,2014,0.7765,0.8194,0.7149,0.7193
310011272,2014,0.8065,0.8243,0.7956,0.773
701041038,2014,0.8681,0.8707,0.8488,0.8452
115021297,2014,0.8006,0.834,0.784,0.804
302031037,2014,0.7889,0.8147,0.7346,0.7609
311021307,2014,0.795,0.8191,0.7501,0.7716
306021146,2014,0.8584,0.8518,0.8458,0.8473
119021662,2014,0.7971,0.8355,0.8109,0.8212
701021017,2014,0.8628,0.868,0.8407,0.8457
702041063,2014,0.8702,0.8734,0.8583,0.8822
202011020,2014,0.7706,0.8186,0.6979,0.6982
305021115,2014,0.7947,0.8263,0.7632,0.7709
501021015,2014,0.7873,0.8103,0.7597,0.7619
604021086,2014,0.7812,0.8112,0.7543,0.7725
507021164,2014,0.7934,0.8202,0.774,0.7482
312021343,2014,0.8051,0.8256,0.7654,0.7777
106021614,2014,0.7887,0.8232,0.7585,0.7647
206041119,2014,0.7656,0.8103,0.7056,0.6799
503021295,2014,0.7963,0.8281,0.7563,0.7801
510021267,2014,0.9261,0.9095,0.9255,0.9302
701011003,2014,0.8593,0.8632,0.8388,0.8454
702011046,2014,0.9336,0.918,0.9441,0.9431
506021119,2014,0.7927,0.8299,0.7531,0.7606
117011634,2014,0.7928,0.8261,0.786,0.8201
126021723,2014,0.7928,0.8397,0.8033,0.779
501021012,2014,0.7927,0.8113,0.7341,0.7346
314011385,2014,0.8049,0.8252,0.7799,0.7709
216011406,2014,0.7716,0.8443,0.6968,0.712
101041023,2014,0.7998,0.8297,0.7937,0.83
311021308,2014,0.7981,0.8294,0.7638,0.7755
127021514,2014,0.7946,0.816,0.7639,0.7732
111021217,2014,0.7961,0.8346,0.7858,0.7935
208031189,2014,0.7657,0.7997,0.6885,0.7014
127031730,2014,0.7848,0.8162,0.7542,0.779
306021147,2014,0.8585,0.8487,0.8424,0.8475
403021058,2014,0.753,0.8377,0.6951,0.6479
303031060,2014,0.811,0.8252,0.7994,0.772
312021344,2014,0.8174,0.8291,0.7866,0.7797
309021233,2014,0.8015,0.829,0.7523,0.7907
123011699,2014,0.7857,0.8172,0.709,0.7785
313021367,2014,0.8095,0.826,0.789,0.7986
402021030,2014,0.7641,0.8349,0.7154,0.6526
402021031,2014,0.7713,0.8195,0.6942,0.6466
504031300,2014,0.7928,0.836,0.7709,0.7611
702051065,2014,0.8819,0.8905,0.8764,0.8898
208021179,2014,0.7775,0.8065,0.7106,0.685
209031209,2014,0.7799,0.8197,0.754,0.7001
206051129,2014,0.7668,0.8009,0.6842,0.6799
308011192,2014,0.8325,0.8549,0.8142,0.7987
212011289,2014,0.8045,0.8296,0.7274,0.7733
308031207,2014,0.8108,0.8302,0.7909,0.7866
124031459,2014,0.7928,0.8247,0.7503,0.8053
212021453,2014,0.7794,0.8223,0.7287,0.7265
212021454,2014,0.7754,0.8206,0.7488,0.7178
402031036,2014,0.7564,0.8326,0.7138,0.6505
128021607,2014,0.7972,0.8405,0.8293,0.821
304041098,2014,0.8094,0.8293,0.7748,0.7949
304041099,2014,0.816,0.8342,0.7793,0.8007
209041431,2014,0.7698,0.8121,0.6796,0.6997
209041432,2014,0.7666,0.8087,0.6451,0.685
102011031,2014,0.8018,0.838,0.8013,0.8226
125021477,2014,0.7934,0.8306,0.7795,0.779
124051469,2014,0.7845,0.8154,0.7485,0.7672
117031330,2014,0.7956,0.8156,0.791,0.8225
310021278,2014,0.8066,0.8278,0.7578,0.7856
511011274,2014,0.8001,0.8202,0.6717,0.7632
511011275,2014,0.83,0.8413,0.755,0.814
206031502,2014,0.7691,0.8125,0.6806,0.6751
210011227,2014,0.7683,0.8116,0.6597,0.6751
114011275,2014,0.8116,0.8338,0.8035,0.8278
316071547,2014,0.8039,0.8277,0.7856,0.7939
312021345,2014,0.8321,0.8425,0.814,0.8246
204011055,2014,0.7855,0.8221,0.6855,0.7198
101041024,2014,0.8151,0.832,0.7913,0.8315
112011241,2014,0.7964,0.8275,0.7904,0.784
801011007,2014,0.7815,0.8145,0.741,0.7192
302011025,2014,0.8038,0.8239,0.7634,0.7709
511021277,2014,0.9209,0.9052,0.9095,0.9217
213041573,2014,0.7643,0.8149,0.677,0.6748
406011130,2014,0.7707,0.8291,0.7438,0.7113
801071076,2014,0.781,0.8188,0.7377,0.7478
127021515,2014,0.788,0.8099,0.75,0.779
303021054,2014,0.7947,0.822,0.7402,0.772
125031480,2014,0.7845,0.8143,0.7582,0.779
127021516,2014,0.7898,0.8147,0.744,0.7731
502011022,2014,0.7944,0.8098,0.7326,0.7345
701011004,2014,0.868,0.8657,0.8552,0.8432
315031410,2014,0.9082,0.9081,0.9092,0.8916
315031411,2014,0.8869,0.904,0.9082,0.8861
105021098,2014,0.8794,0.8934,0.896,0.8836
801091101,2014,0.7817,0.8192,0.7615,0.7286
210031237,2014,0.7641,0.8103,0.6493,0.6799
211011447,2014,0.7946,0.8237,0.7505,0.7415
304021089,2014,0.7947,0.8253,0.7695,0.773
107041146,2014,0.816,0.8334,0.8168,0.8351
801081093,2014,0.7852,0.8199,0.7646,0.7193
206071142,2014,0.765,0.809,0.6947,0.6799
206071143,2014,0.7632,0.8083,0.6548,0.68
120011386,2014,0.7948,0.8239,0.8006,0.8008
403041077,2014,0.7702,0.816,0.7476,0.6603
206031115,2014,0.7667,0.811,0.6911,0.6751
206041120,2014,0.7614,0.811,0.6774,0.6751
214021378,2014,0.7795,0.8202,0.7431,0.7291
404011091,2014,0.7533,0.8234,0.7184,0.6638
602031099,2014,0.7888,0.8177,0.7489,0.7925
202011021,2014,0.7724,0.8211,0.7028,0.6984
503011033,2014,0.7961,0.8227,0.7673,0.769
801011008,2014,0.782,0.8125,0.7215,0.7192
213031348,2014,0.7627,0.808,0.6628,0.6703
103021065,2014,0.7789,0.8317,0.6767,0.6728
801041038,2014,0.7769,0.8162,0.7349,0.7177
211041269,2014,0.772,0.8198,0.731,0.7178
310011564,2014,0.8071,0.8254,0.7818,0.773
603031073,2014,0.8016,0.8202,0.7744,0.7758
122031427,2014,0.8058,0.84,0.819,0.8225
801061063,2014,0.777,0.8172,0.7311,0.717
506051138,2014,0.792,0.8387,0.7763,0.775
108011152,2014,0.7996,0.8264,0.7871,0.8074
108011153,2014,0.802,0.8299,0.7766,0.8072
305011106,2014,0.7947,0.8221,0.7775,0.772
205031087,2014,0.783,0.8221,0.7587,0.7494
801041039,2014,0.7746,0.811,0.706,0.715
214011371,2014,0.7749,0.8156,0.7371,0.714
214011372,2014,0.7806,0.8136,0.7253,0.7126
214011373,2014,0.7836,0.8237,0.747,0.7195
801011010,2014,0.7803,0.8206,0.7544,0.7135
213041574,2014,0.7661,0.8119,0.6607,0.6774
507021165,2014,0.7867,0.8152,0.7601,0.7656
507021166,2014,0.796,0.8209,0.7658,0.7482
205031088,2014,0.7722,0.8152,0.7304,0.7177
122031696,2014,0.8003,0.8392,0.8319,0.8225
308031208,2014,0.8302,0.839,0.822,0.8061
122031429,2014,0.7971,0.8373,0.8136,0.8225
306011140,2014,0.8513,0.8488,0.8335,0.8459
404031105,2014,0.7572,0.8231,0.7179,0.6639
801061130,2014,0.7687,0.8137,0.6591,0.7172
115021298,2014,0.8085,0.836,0.8045,0.819
215031401,2014,0.7802,0.8497,0.7448,0.7438
318021475,2014,0.8326,0.8319,0.7868,0.8048
801091102,2014,0.7826,0.8186,0.762,0.7226
317011448,2014,0.7826,0.825,0.7255,0.7322
402011025,2014,0.7562,0.8344,0.7044,0.6541
402011026,2014,0.7597,0.8353,0.7027,0.6526
319021503,2014,0.8058,0.8319,0.7711,0.7745
302021030,2014,0.798,0.8173,0.7637,0.7709
203021039,2014,0.7686,0.8075,0.6915,0.6667
203021040,2014,0.7658,0.8108,0.6749,0.6708
603021071,2014,0.8001,0.8222,0.7933,0.7909
601021006,2014,0.7866,0.8193,0.7248,0.7539
501021252,2014,0.7928,0.8104,0.7531,0.7587
602031059,2014,0.7901,0.8158,0.7419,0.789
511041285,2014,0.7989,0.8407,0.7291,0.741
511041286,2014,0.7926,0.8398,0.7297,0.7306
511041287,2014,0.8083,0.839,0.7452,0.7575
511041288,2014,0.7979,0.8363,0.7058,0.7369
504031060,2014,0.7988,0.8387,0.7819,0.7918
405021117,2014,0.7596,0.8218,0.675,0.6508
105031104,2014,0.7862,0.8298,0.7114,0.7196
801071077,2014,0.7851,0.8181,0.7385,0.7289
319021504,2014,0.8148,0.8341,0.7972,0.7966
509021239,2014,0.7979,0.8374,0.7348,0.7588
801011011,2014,0.7815,0.816,0.7261,0.7177
505031102,2014,0.791,0.8293,0.7559,0.7648
210021232,2014,0.7906,0.8197,0.7078,0.7286
126021498,2014,0.7934,0.8377,0.8112,0.8014
308051534,2014,0.8163,0.8316,0.8186,0.7915
308051535,2014,0.8194,0.8349,0.8089,0.7908
210051245,2014,0.7695,0.8148,0.6597,0.6807
316061441,2014,0.81,0.8277,0.7946,0.7879
117031331,2014,0.7953,0.8227,0.8106,0.8212
127011727,2014,0.7879,0.8152,0.7557,0.773
504021050,2014,0.7974,0.8436,0.813,0.8001
110021190,2014,0.8107,0.8239,0.7708,0.7918
207011150,2014,0.7745,0.8152,0.7258,0.7027
212051321,2014,0.778,0.8231,0.718,0.7107
212051322,2014,0.772,0.8211,0.7381,0.7108
111011209,2014,0.7967,0.8338,0.8078,0.8127
116031314,2014,0.7943,0.8125,0.7438,0.7672
123021704,2014,0.7875,0.8167,0.7567,0.779
115011294,2014,0.7979,0.8423,0.8153,0.7732
308031209,2014,0.8153,0.8373,0.7863,0.7769
124031460,2014,0.788,0.8178,0.7492,0.7822
601031017,2014,0.7926,0.8188,0.7542,0.7778
210031535,2014,0.7687,0.8136,0.6566,0.68
210031536,2014,0.7695,0.8157,0.6708,0.6822
116021309,2014,0.7934,0.8227,0.7721,0.7733
108051167,2014,0.8138,0.8323,0.789,0.8079
509011229,2014,0.7984,0.8372,0.7312,0.7402
316021421,2014,0.7982,0.8165,0.7315,0.7758
402051049,2014,0.7766,0.8223,0.6918,0.6661
201031015,2014,0.7703,0.8153,0.6856,0.6844
203011035,2014,0.7695,0.8136,0.669,0.6742
310041300,2014,0.7935,0.823,0.7373,0.7653
401071023,2014,0.7582,0.8208,0.695,0.6513
101021610,2014,0.779,0.8174,0.7531,0.7488
407011144,2014,0.7585,0.8181,0.6963,0.6556
307011173,2014,0.7853,0.8375,0.6999,0.7119
112021246,2014,0.801,0.835,0.8077,0.8002
801011012,2014,0.7803,0.8164,0.7324,0.7124
121031407,2014,0.7997,0.8405,0.8284,0.8028
306021148,2014,0.8547,0.8506,0.8469,0.862
102021048,2014,0.7959,0.8305,0.7914,0.8072
102011032,2014,0.7997,0.8348,0.7979,0.8127
506041134,2014,0.7844,0.8338,0.714,0.768
101051539,2014,0.7789,0.8181,0.7137,0.7417
101051540,2014,0.7989,0.8256,0.7443,0.7488
210031439,2014,0.7713,0.8163,0.6694,0.6807
405021118,2014,0.8119,0.8423,0.7881,0.716
308031210,2014,0.8209,0.8391,0.7903,0.77
104011080,2014,0.7869,0.8223,0.7243,0.7791
104011081,2014,0.8087,0.8292,0.7816,0.808
305031123,2014,0.8013,0.8253,0.7632,0.7709
407021150,2014,0.7604,0.8137,0.7112,0.6584
319051523,2014,0.8027,0.8286,0.7847,0.7841
125031481,2014,0.7943,0.8187,0.7636,0.779
701041039,2014,0.8719,0.8718,0.8674,0.8465
127011594,2014,0.7848,0.8124,0.7703,0.773
119011655,2014,0.7943,0.8274,0.7912,0.779
119011656,2014,0.7943,0.8333,0.791,0.779
311041569,2014,0.7975,0.8228,0.7616,0.7653
311031315,2014,0.811,0.8244,0.8013,0.773
127021517,2014,0.7946,0.8147,0.7542,0.7672
502011023,2014,0.7944,0.811,0.722,0.7376
209011197,2014,0.7745,0.8203,0.703,0.7004
303021055,2014,0.798,0.824,0.764,0.772
210051246,2014,0.768,0.8155,0.6579,0.6891
801071080,2014,0.7777,0.8184,0.6738,0.7154
121011685,2014,0.8023,0.8372,0.8202,0.8256
402051050,2014,0.7704,0.8225,0.6712,0.6517
505011073,2014,0.7956,0.8218,0.7739,0.7648
103021066,2014,0.7773,0.8291,0.6813,0.6716
125031713,2014,0.7943,0.8232,0.7824,0.779
113011257,2014,0.7971,0.8605,0.757,0.7608
602021055,2014,0.7917,0.8135,0.7425,0.7844
203021487,2014,0.7676,0.8092,0.664,0.6735
309041241,2014,0.8172,0.8365,0.7979,0.8123
125031483,2014,0.7913,0.8206,0.7627,0.779
125031484,2014,0.7913,0.8148,0.7712,0.779
702051066,2014,0.8788,0.8887,0.8737,0.889
318021476,2014,0.8123,0.8255,0.7636,0.8062
113031264,2014,0.7896,0.8236,0.7108,0.6745
801041040,2014,0.7745,0.811,0.6867,0.717
801041116,2014,0.778,0.8175,0.7301,0.729
801041117,2014,0.7869,0.8211,0.7564,0.7307
110041199,2014,0.7766,0.8268,0.7111,0.7072
110041200,2014,0.7851,0.8276,0.7171,0.7287
128011529,2014,0.7957,0.8373,0.805,0.8209
319031512,2014,0.8005,0.825,0.7518,0.7758
